caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"Menemukan kedai kopi gemas di Sewon Bantul

Sore kemarin kebetulan kami sedang di sekitaran Jalan Parangtritis dan agak cemas karena mendung gelap. Beruntunglah kami menemukan kedai kopi gemas ini dan memutuskan untuk singgah sebentar. 

Nama tempatnya adalah Siji Siji Coffee @sijisiji.coffee, konsep tempat ini mengadopsi gaya slow bar yang menempati bangunan pendopo limasan Jawa dengan beberapa sentuhan dekorasi modern yang berhasil menyulap vibes tempat ini jadi lucu, gemas dan berbeda dari konsep serupa lainnya.

Hal lain yang berbeda dan cukup bikin jadi alesan buat dateng lagi selain tempatnya adalah mereka punya sourdough yang harganya cuma 15K aja Range harga di tempat ini emang bisa dibilang ramah banget dikantong yaitu 10K - 20K dengan harga sourdough dan bagel 15K. Worthit banget sih ini!

Sesuai namanya, menu yang ada di sini baik itu kopi dan roti masih dibuat secara homemade dan juga manual brew, begitupun sirup/pemanis yang masih dibuat sendiri.

Btw kalau kalian take away ada Ilustrasi lucu di paperbagnya yang ternyata dibuat secara personal oleh owner dan dicetak hanya 200 lembar saja. Setelah itu akan ada ilustrasi baru yang juga akan dicetak secara terbatas. Keren sih ini simpel tapi patut diapresiasi karena penuh dedikasi 👌🏼

Mereka juga lagi ada diskon 20% (Late Breakfast) mulai dari jam 10:00 - 12:00 untuk semua varian kopi dan roti ya!  Gas nugas disini wifinya juga ngebut 150mbps dan buat kalian yang mau ngadain event di sini bisa banget ya!

Dah langsung datengin aja!

Siji-Siji Coffee @sijisiji.coffee
10:00 ——— 22:00 | Senin Tutup
Bangunharjo. Sewon, Bantul, Yogyakarta (Gmaps: Asana Rasa @asana.rasa)",Siji-Siji Coffee,"Bangunharjo. Sewon, Bantul, Yogyakarta (Gmaps: Asana Rasa @asana.rasa)",10:00 - 22:00,Bantul,"@asana.rasa, @sijisiji.coffee",10:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Beberapa waktu lalu kami datang lagi ke @kita_inessya. Kali ini selain ngopi juga karena pengen banget nyobain menu yang mungkin ngga bakal kalian dapetin di tempat lain: tongseng brisket dan sate klathak saikoro!

Yes kalian nggak salah denger, tongseng pakai smoked brisket dan sate klathak pakai saikoro! Buat yang belum tau, @kita_inessya ini lokasinya ada di kawasan wisata Tamansari ya, tepatnya di pintu masuk Tamansari.

Selain karena tempatnya cozy dan tenang, vibes disini tu beda aja sama tempat lain, mungkin karena ada di kawasan Tamansari ya, apalagi kalau sore pas lampu-lampu udah nyala, makin-makin deh vibesnya 👌🏼

Balik lagi ke menu ya, buat kopi dan minuman lainnya yang kami coba enak semua. Kopi susunya cenderung light. Nah buat tongseng brisketnya ini bener-bener beda dan nagih. Daging brisketnya ngasih sensasi smokey yang bercampur sempurna dikuahnya. Sate klathak saikoronya juga empuk! Serius kalian harus cobain sih. Selain itu juga mereka ada bakmi jawa yang jadi menu andalan.

Penasaran kan? Dah langsung cobain aja ya!

KITA by Inessya @kita_inessya
09:00 - 21:00 | weekend 08:00 - 21:00
Tamansari Yogyakarta (pintu masuk)",KITA by Inessya,Tamansari Yogyakarta (pintu masuk),09:00 - 21:00,Yogyakarta,"@kita_inessya, @kita_inessya.",09:00,21:00,False,False,Ngopi Santai,"['Menu Variatif', 'Ngopi Santai', 'Area Lengkap']","Menu Variatif, Ngopi Santai, Area Lengkap"
"Beneran dibikin betah sama coffee shop baru di Pogung satu ini!

Nama tempatnya @kakilangitcoffee.lite. Kemarin kebetulan kami dateng sore dan seriusan ngopi sore di outdoornya asik banget! Vibesnya homey kayak lagi nongkrong di depan rumah. Awalnya mikir bakal panas tapi ternyata sejuk dengan angin sepoi-sepoinya yang sering lewat.

Selain itu indoornya juga nyaman, ada SMOKING AC, dan sangat nugasable, kemarin yang di indoor nugas semua karena emang nyaman dan adem. 

Menu-menunya juga enak! Tipe es kopi susunya light dan balance, ada coffee moctail juga yang seger. Menu makanannya juga worthit buat dicoba!
Kemarin nyobain curry ricenya enak dan porsinya banyak! Chicken wingsnya empuk 👌🏼

Nah mereka lagi ada beberapa bundle promo nih:
• Promo Breakfast 35K (Beef Sandwich Toast + Coffee)
• Kala Dine In 40K (Chicken Teriyaki/Chicken Bulgogi/Curry Rice + Kopi Susu)
• Chicken Wings Mozzarela 30K (Chicken wings mozzarella + ice tea)

Kaki Langit Coffee @kakilangitcoffee.lite
08:00 —— 23:00
Pogung Kidul, Jl. Kaliurang, Yogyakarta",Kaki Langit Coffee,"Pogung Kidul, Jl. Kaliurang, Yogyakarta",08:00 - 23:00,Yogyakarta,"@kakilangitcoffee.lite, @kakilangitcoffee.lite.",08:00,23:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Daerah belakang JCM akhir-akhir ini mulai banyak tempat-tempat baru asik bermunculan, salah satunya @lvl.up_space yang belum lama ini kami datengin.

Coffee shop satu ini punya tempat luas yang memanjang kebelakang. Dari depan udah sangat ketara dengan sign anak panahnya yang iconic.

Jujur walaupun konsep kayak gini mungkin udah banyak dijumpai tapi @lvl.up_space ini suasananya asik banget terutama pas sore menjelang malam. Perpaduan bangunan industrial minimalis dengan lighting yang oke ditambah langit sore yang cakep bener-bener bikin betah. 

Belum lagi pilihan menu-menunya banyak dan cukup terjangkau.

Dah langsung agendain aja ya!

Lvl Up Coffee & Space @lvl.up_space 
10:00 ——— 22:00
Jl. Sinduadi, Kutu Patran, Sinduadi, Mlati, Sleman, YK (area belakang JCM)",Lvl Up Coffee & Space,"Jl. Sinduadi, Kutu Patran, Sinduadi, Mlati, Sleman, YK (area belakang JCM)",10:00 - 22:00,Sleman,@lvl.up_space,10:00,22:00,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap
"Masih ada promo 2 donat + 1 es kopi susu cuma 25K aja!

Awalnya sempet mikir kalau @dopiodonat ini cuma jualan donat aja tapi ternyata kami salah besar, kalau diperhatiin lagi di signnya ternyata ada “donuts & coffee” which is pastinya juga ada kopi.

Kemarin kami nyobain yang di Tamansiswa yang lokasinya jadi satu sama @toean_watiman, yes cafe/resto legendaris yang udah ada sejak dulu dengan pilihan menunya yang banyak. Jadi kalau pas di Dopio dan mau makan kalian bisa tuh pesen makannya di Toean Watiman.

Dopio Tamansiswa ini punya area indoor dan outdoor, semuanya nyaman terutama indoornya yang lebih cocok buat nugas atau sekedar meeting/ngobrol sama temen. Pilihan menunya banyak, karena spesialtinya donat, ada banyak banget varian donat yang bisa kalian pilih. Es kopi susunya juga banyak dan gelasnya gede!

Dopio Donuts & Coffee @dopiodonat 
09:00 ——— 22:00
Jl. Tamansiswa, Yogyakarta",Dopio Donuts & Coffee,"Jl. Tamansiswa, Yogyakarta",09:00 - 22:00,Yogyakarta,"@dopiodonat, @toean_watiman",09:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"Tempat yang nyaman buat disinggahi terutama kalau kalian lagi di tengah kota nggak jauh dari Kraton. Selain nyaman juga vibesnya yang jarang ada di tempat lain.

Menu-menunya ada cukup banyak dan sesuai namanya, selain kopi mereka juga punya beberap menu wedangan yang menyegarkan. 

Jangan lupa mampir ya kalau lagi di sekitaran Kraton 🙌🏻

Nangkring Wedangan & Kedai Kopi @nangkringwedangan 
10:00 ——— 22:00
Barat Kraton Yogyakarta",Nangkring Wedangan & Kedai Kopi,Barat Kraton Yogyakarta,10:00 - 22:00,Yogyakarta,@nangkringwedangan,10:00,22:00,False,False,Area Lengkap,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Pernah ngga sih pengen jajan tapi ngerasa bersalah sama tubuh karna jajannya goreng-gorengan/ultra process food, dll? Nah kemarin kami lagi ngerasa kayak gitu tuh apalagi udah sering banget minum es dan kopi susu yang manis-manis itu 🥲

Mulai dari keresahan itu akhirnya kami memutuskan buat jajan jajanan sehat, setelah nyari kebetulan di Jogja ada beberapa kedai yang concern utamanya adalah healty food, salah satunya @easypeasykitchen.id. Salad bar pertama di Jogja yang sekarang udah ada 3 cabang (Prawirotaman, Jakal & Godean)

Kemarin kami nyobain yang di Prawirotaman sekalian nyari suasananya yang asik. Serius makan sehat kayak gini ternyata bisa enak! Kemarin kami nyobain smoothie bowl, salad dan cold-pressed juice. Btw smoothie bowlnya available di semua store dan bisa ditakeaway ya!

Oh iya satu lagi, ternyata mereka juga punya slim sandwich yang lagi viral, ini tu kayak sandwich biasa tapi rotinya tipis crunchy padahal ngga digoreng. Pilihannya isiannya ada chicken BBQ, tuna mayo, chicken tartar, pinky beet.

Easy Peasy Salad Bar @easypeasykitchen.id
09:00 ——— 21:00
Prawirotaman, Jakal & Godean",Easy Peasy Salad Bar,"Prawirotaman, Jakal & Godean",09:00 - 21:00,Lainnya,"@easypeasykitchen.id, @easypeasykitchen.id.",09:00,21:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Salah satu tempat ngopi, nongkrong, meetup sama temen-temen ataupun nugas di Jogja bagian barat. Tempatnya luas dan banyak pilihan area duduk.

Selain itu vibes @toleransikopi.banyuraden ini industrial yang deket sama alam. Banyak pohon-pohon rindang dan di bagian belakang viewnya langsung hamparan sawah luas.

Pilihan menunya juga banyak dan terjangkau, banyak comfort food dan es kopi susu ataupun minuman non coffee lainnya yang bisa kalian coba 👌🏼

Toleransi Kopi Banyuraden @toleransikopi.banyuraden @toleransikopi.id 
10:00 ——— 01:00
Banyuraden, Yogyakarta",Toleransi Kopi Banyuraden,"Banyuraden, Yogyakarta",10:00 - 01:00,Yogyakarta,"@toleransikopi.banyuraden, @toleransikopi.id",10:00,01:00,False,True,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Kalau temen-temen lagi nyari coffee shop yang ada live music tiap hari, tempat ini jadi salah satunya ya!

Nama tempatnya @rambatcoffee lokasinya ada di Jalan Perumnas. Tempatnya luas banyak pilihan tempat duduk, ada indoor ac, indoor fan dan full outdoor teduh dengan banyak pohon-pohon, jadi kalau mau nongkrong di outdoor siang-sing pun nggak bakal kepanasan.

Selain dari yang sudah kami sebutkan diatas hal lain yang nggak kalah buat dibahas adalah menunya. Kemarin nyobain beberapa dan semua proper! Mulai dari looksnya, rasanya dan harganya semua sebanding.

Langsung agendain aja ya mumpung weekend ✨

Rambat Coffee & Space @rambatcoffee 
08:00 ——— 23:00
Jl. Perumnas, Nologaten, Sleman, YK",Rambat Coffee & Space,"Jl. Perumnas, Nologaten, Sleman, YK",08:00 - 23:00,Sleman,@rambatcoffee,08:00,23:00,False,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap"
"Minggu lalu kami menemukan tempat lucu ini di bilangan Jakal Bawah. Tempatnya emang mungil, tapi asik banget buat sekedar ngemil cookies ataupun cake yang nagih banget. Oh iya mereka juga ada es kopi susu ya.

Nama tempatnya @bakeandbrookie, sebelumnya mereka udah buka di Jakarta dan sekarang udah bisa kalian cobain di Jogja.

Langsung agendain aja ya!

Bake & Brookie @bakeandbrookie 
12:00 ——— 19:00 (till soldout)
Pandega Karya, Jalan Kaliurang, Yk",Bake & Brookie,"Pandega Karya, Jalan Kaliurang, Yk",12:00 - 19:00,Yogyakarta,@bakeandbrookie,12:00,19:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Rehat bentar dari keramaian dan rutinitas bisa sesimpel dateng ke tempat makan yang punya vibes nenangin kayak gini ✨

Buat yang belum tau sekarang @tepisungai.kitchen ada prasmanannya ya! Bayangin makan comfort food dengan suasana yang tenang, dekat dengan alam dan jauuh banget dari berisik, suara gemercik air, suara pohon-pohon yang saling bergesekan satu sama lain dan tempat yang nyaman. 

Lokasinya emang agak jauh, tepatnya di area Palagan atas, tapi buat rehat dari keramaian jarak yang agak jauh rasanya sebanding deh. Apalagi kemarin pas nyobain ada banyak pilihan menu prasmanan dan masakannya enak!

Tepi Sungai Kitchen @tepisungai.kitchen
09:00 ——— 17:00
Palagan Atas, Yogyakarta",Tepi Sungai Kitchen,"Palagan Atas, Yogyakarta",09:00 - 17:00,Yogyakarta,@tepisungai.kitchen,09:00,17:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Buat temen-temen yang rumahnya di daerah Sleman dan lagi pengen ngopi tapi males harus jauh-jauh turun, nih ada street coffee yang bisa kalian cobain!

Nama tempatnya @sidewalk_27, lokasinya nggak jauh dari komplek pemda Sleman, tepatnya ada di Tridadi (Jl. KRT Pringgodiningratan). Vibesnya asik banget karena kebetulan emang lokasinya mendukung, ada banyak pohon-pohon dan taman pinggir jalan yang asik buat duduk-duduk.

Menunya juga lumayan banyak pilihan, ada coffee non coffee, snack bahkan ada juga manual brew. Oh iya mereka juga ada toilet ya guys! 

Dah langsung nyore sini yok!

Sidewalk 27 @sidewalk_27 
17:00 ——— 23:00
Tridadi Sleman",Sidewalk 27,Tridadi Sleman,17:00 - 23:00,Sleman,@sidewalk_27,17:00,23:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Omore coffee ini kayaknya bakal jadi salah satu referensi permanen kalau ada temen yang nanya coffee shop di daerah Palagan.

Gimana enggak, tempat ini nggak cuma estetik tapi juga produk dan servicenya yang excelent. 

Dari pertama sampai dan masuk udah dibikin terkesan sama tempatnya yang rapi dan match dari semua tatanannya, nggak berhenti disitu pas menunya dateng dibikin terkesan lagi sama tampilannya, pas nyobain menunya lagi-lagi dibikin terkesan sama rasanya.

Kalau kamu lagi nyari coffee shop yang dari tempatnya bagus, service oke dan produknya worth it tempat ini bisa jadi salah satu pertimbangan ya!

Omore Coffee @omore.idn 
09:00 ——— 22:00
Jl. Palagan Tentara Pelajar, Yogyakarta",Omore Coffee,"Jl. Palagan Tentara Pelajar, Yogyakarta",09:00 - 22:00,Yogyakarta,@omore.idn,09:00,22:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Coffee shop yang letaknya agak tersembunyi di Maguwoharjo ini mungkin bisa jadi salah satu hidden place yang setelah kalian datengin bakal bilang “enak juga ngopi disini” apalagi menjelang senja dengan dihiasi sinar matahari yang mulai redup.

Suasananya tenang banget dilengkapi dengan banyak area duduk yang berjarak sehingga kalau kalian lagi cerita-cerita ataupun diskusi kayaknya nggak bakal keganggu satu dengan yang lain.

Selain tempatnya hal lain yang menarik di tempat ini adalah menunya. Mereka ngangkat citarasa lokal (rempah) yang dipadukan dengan kopi dan minuman lain yang unik. Racikannya pun tidak “mekso” yang artinya balance tidak mengganggu rasa yang ada.

Kalau kalian lagi pengen ngopi tenang dengan menu-menu yang cukup berbeda @teraskemarin adalah tempat yang tepat ✨

Teras Kemarin @teraskemarin 
08:00 ——— 24:00
Maguwoharjo, Sleman, Yogyakarta",Teras Kemarin,"Maguwoharjo, Sleman, Yogyakarta",08:00 - 24:00,Sleman,@teraskemarin,08:00,23:59,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
"Buka jam 7 di daerah Palagan coffee shop ini bisa jadi pilihan buat kalian si morning person atau sekedar buat mengawali hari, mumpung besok masih tanggal merah bisa tuh diagendain.

Nama tempatnya @orlocoffee, areanya cukup compact lengkap dengan indoor AC di area bar dan mezzanine semi outdoor di samping. Cocok buat sekedar ngopi santai ataupun nugas.

Nah yang special di tempat ini es kopi susunya. Kemarin nyibain Aplen, es kopi susu dengan hint rasa permen alpenliebe yang creamy dan balance. Beneran enak! Apalagi cupnya udah pakai yang anti tumpah, jadi kalau mau takeaway juga aman aja.

Dah langsung cobain aja ya! Oh iya ada beberapa promo juga nih catet ya biar nggak kelupaan:
• Loyalty card disc 20% (regular customer only)
• After office package (40k) brownies & orlo signature
• Grab dine in disc 20%
• Grab paket bundling 3 signature only 50k
• Gofood diskon 25% min pembelian 75k
• Shopee Food discount up to 50%

Orlo Coffee @orlocoffee
07:00 ——— 22:00
Jl. Nglempongsari (area Palagan)",Orlo Coffee,Jl. Nglempongsari (area Palagan),07:00 - 22:00,Lainnya,@orlocoffee,07:00,22:00,False,False,WFC Nyaman,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
"Salah satu tempat asik buat ngisi long weekend besok nih!

Lokasinya emang agak tersembunyi, tepatnya ada di Jl. Dewan Raya, Corongan, Maguwoharjo atau nggak jauh dari Transmart, tapi justru karena tesembunyi tempat ini punya suasana tenang yang jauh dari bising kota.

Tempatnya luas, banyak spot menarik, banyak pilihan tempat duduk nyaman, banyak pepohonan dan ada kolam ikan yang bikin tambah betah lama-lama disini. Fasilitasnya juga lengkap, parkir luas, mushola bersih dan wifi cukup keceng.

Kalau sore abis pulang kerja atau abis dari kegiatan apapun tapi belum pengen pulang juga tempat ini cocok kalian datengin, selain itu tiap weekend juga ada live music ya! 

Dah langsung agendain aja ya!

PROMO CODE: “RKCOCONUTRESERVE” - tunjukin kode promo ini di kasir saat payment dan dapetin diskon 15% dengan minimal pembelian 100K (berlaku setiap hari sampai 30 Oktober 2024)

Coconut Reserve @coconutreserve.id 
10:00 ——— 01:00
Jl. Dewan Raya, Corongan, Maguwoharjo, Depok, Sleman, Yogyakarta",Coconut Reserve,"Jl. Dewan Raya, Corongan, Maguwoharjo, Depok, Sleman, Yogyakarta",10:00 - 01:00,Sleman,@coconutreserve.id,10:00,01:00,False,True,Area Lengkap,['Area Lengkap'],Area Lengkap
"Pas pertama kali masuk ke tempat ini emang cukup kaget ternyata konsepnya sangat tidak biasa, apalagi dari jalan nggak keliatan bakal ada tempat ngopi se out of the box ini. Bisa jadi ini tempat ter unik yang pernah kami datangi dari segi konsep.

Setelah masuk dan explore masih ada kejutan-kejutan lain yang bikin kaget! Pintu masuk area utama yang gede banget, toiletnya yang sangat “wah”, aquarium ikan hiu besar dan tentu saja interior serba kaca yang estetik.

Lanjut ke menu buat harga menu makanan minumannya sebenernya cukup normal dengan konsepnya yang kayak gini, hampir sama lah kayak tempat setara lainnya. Cuma emang ada beberapa menu yang harganya “harga sultan”.

Ya, tempat ini cocok buat temen-temen yang pengen nyobain suasana yang beda 👌🏼

The Soultans Indonesia @the_soultans_indonesia
15:00 ——— 23:00
Jl. Tritunggal No.2, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta",The Soultans Indonesia,"Jl. Tritunggal No.2, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta",15:00 - 23:00,Yogyakarta,@the_soultans_indonesia,15:00,23:00,False,False,Ngopi Santai,"['Ngopi Santai', 'Area Lengkap']","Ngopi Santai, Area Lengkap"
"Salah satu coffee shop asik buat ngopi pagi di Jogja agak selatan dikit. Selain karena menurut kami kopinya enak juga teduh! Ada pohon asem dan ketapang kencana yang cukup rindang, jadi walaupun di outdoor nggak kepanasan. 

Selain itu juga ada semi outdoor di belakang dan juga indoor AC yang cukup nyaman buat nugas. Dah langsung agendain aja ya! 

Kineta Coffee @kinetacoffee 
08:00 ——— 24:00
Jl. Nitikan Baru, Yogyakarta",Kineta Coffee,"Jl. Nitikan Baru, Yogyakarta",08:00 - 24:00,Yogyakarta,@kinetacoffee,08:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Jakal bawah ini kayaknya emang area dimana kalian nggak bakal kehabisan tempat buat nongkrong. Kayak @tifourcoffee ini yang belum lama buka di Pandega Marta.

Pas pertama sampai mungkin bakal mikir kalau tempat ini areanya terbatas bahkan bingung parkir dimana, setelah tau ternyata parkirnya dibelakang (masuk gang samping) baru deh keliatan ternyata tempatnya luas banget.

Konsepnya clean dengan didominasi warna hijau putih yang punya banyak pilihan area duduk, ada 2 indoor AC: area bar dan satu lagi agak terpisah di tengah. Sisanya semi indoor dengan meja kursi yang cukup nyaman. Selain itu tempat ini dilengkapi dengan mushola dan juga tempat parkir yang luas.

Buat menunya cukup banyak, worth the price lah kalau dibanding sama tempat lainnya di area Jakal. Menunya bisa cek di link ig mereka ya 🙌🏻

Dah langsung agendain aja ya! 

Tifour Coffee @tifourcoffee 
09:00 ——— 24:00
Pandega Marta, Jakal, YK",Tifour Coffee,"Pandega Marta, Jakal, YK",09:00 - 24:00,Yogyakarta,@tifourcoffee,09:00,23:59,False,False,WFC Nyaman,"['Area Lengkap', 'WFC Nyaman']","Area Lengkap, WFC Nyaman"
